,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
840,LCCD.Silv1,,Silv1,39.9447,-76.31343299999997,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
841,LCCD.Silv2,,Silv2,39.94755,-76.314952,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
842,LCCD.Stein1,,Stein1,39.905046,-76.286754,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
843,LCCD.Stein2,,Stein2,39.896465,-76.284922,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
844,LCCD.Stein3,,Stein3,39.893916,-76.286239,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
845,LCCD.StoneRun,,Stone Run,39.70298333,-76.10946667,20503061503,Basin Run-Octoraro Creek,Cecil County,MD,1
846,LCCD.Trout1,,Trout1,39.915279999999996,-76.28694399999998,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
847,LCCD.Tuc1,,Tuc1,39.86339,-76.341193,20503061708,Muddy Run-Susquehanna River,Lancaster County,PA,1
848,LCCD.TucTrib1,,TucTrib1,39.864814,-76.34004200000003,20503061708,Muddy Run-Susquehanna River,Lancaster County,PA,1
849,LRA.LT1,,LT1,40.176629999999996,-77.18536999999998,20503050404,Letort Spring Run,Cumberland County,PA,1
850,LRA.LT10,,LT10,40.23487,-77.14193,20503050404,Letort Spring Run,Cumberland County,PA,1
851,LRA.LT2,,LT2,40.17667,-77.18507,20503050404,Letort Spring Run,Cumberland County,PA,1
852,LRA.LT3,,LT3,40.179990000000004,-77.18692,20503050404,Letort Spring Run,Cumberland County,PA,1
853,LRA.LT4,,LT4,40.18844,-77.18606,20503050404,Letort Spring Run,Cumberland County,PA,1
854,LRA.LT5,,LT5,40.19528,-77.18423,20503050404,Letort Spring Run,Cumberland County,PA,1
855,LRA.LT6,,LT6,40.20792,-77.18104,20503050404,Letort Spring Run,Cumberland County,PA,1
856,LRA.LT7,,LT7,40.21418,-77.16883,20503050404,Letort Spring Run,Cumberland County,PA,1
857,LRA.LT8,,LT8,40.21847,-77.16003,20503050404,Letort Spring Run,Cumberland County,PA,1
858,LRA.LT9,,LT9,40.22429,-77.14928,20503050404,Letort Spring Run,Cumberland County,PA,1
859,LRA.MG1,,MG1,40.195679999999996,-77.18767,20503050404,Letort Spring Run,Cumberland County,PA,1
860,LRA.MG2,,MG2,40.19608,-77.18518,20503050404,Letort Spring Run,Cumberland County,PA,1
861,LRA.WL,,WL,40.195879999999995,-77.18745,20503050404,Letort Spring Run,Cumberland County,PA,1
862,MDE.0102003,,0102003,39.303056,-76.32305600000002,20600030602,Gunpowder River-Frontal Chesapeake Bay,Baltimore County,MD,1
863,MDE.0102016,,0102016,39.241667,-76.397778,20600030703,Back River-Frontal Chesapeake Bay,Baltimore County,MD,1
864,MDE.0102017,,0102017,39.25861,-76.44333,20600030703,Back River-Frontal Chesapeake Bay,Baltimore County,MD,1
865,MDE.0102018,,0102018,39.29,-76.46722199999998,20600030703,Back River-Frontal Chesapeake Bay,Baltimore County,MD,1
866,MDE.0103008,,0103008,39.476931,-75.943156,20600020207,Elk River-Frontal Chesapeake Bay,Cecil County,MD,1
867,MDE.0103013,,0103013,39.38261,-76.06811,20600010000,Upper Chesapeake Bay,Kent County,MD,1
868,MDE.0301003,,0301003,39.0692,-76.48061,20600040102,Sillery Bay-Frontal Chesapeake Bay,Anne Arundel County,MD,1
869,MDE.0301005C,,0301005C,39.0875,-76.460833,20600040102,Sillery Bay-Frontal Chesapeake Bay,Anne Arundel County,MD,1
870,MDE.0301009,,0301009,39.0568,-76.43666999999998,20600040102,Sillery Bay-Frontal Chesapeake Bay,Anne Arundel County,MD,1
871,MDE.0303004,,0303004,38.986670000000004,-76.4375,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
872,MDE.0303200,,0303200,38.96833,-76.45389,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
873,MDE.0304008,,0304008,39.029167,-76.526111,20600040203,Severn River-Frontal Chesapeake Bay,Anne Arundel County,MD,1
874,MDE.0306006,,0306006,38.935556,-76.52305600000003,20600040302,Beards Creek-South River,Anne Arundel County,MD,1
875,MDE.0306017,,0306017,38.915,-76.48944399999998,20600040302,Beards Creek-South River,Anne Arundel County,MD,1
876,MDE.0306110,,0306110,38.950833,-76.557778,20600040302,Beards Creek-South River,Anne Arundel County,MD,1
877,MDE.0307108,,0307108,38.860833,-76.511944,20600040401,Rhode River-West River,Anne Arundel County,MD,1
878,MDE.0307117,,0307117,38.8775,-76.518333,20600040401,Rhode River-West River,Anne Arundel County,MD,1
879,MDE.0307204,,0307204,38.854681,-76.531378,20600040401,Rhode River-West River,Anne Arundel County,MD,1
880,MDE.0401002,,0401002,39.15444,-76.06806,20600020408,Middle Chester River,Kent County,MD,1
881,MDE.0403004A,,0403004A,39.0875,-76.16555600000002,20600020411,Lower Chester River,Queen Anne's County,MD,1
882,MDE.0404019A,,0404019A,39.023610999999995,-76.265556,20600020411,Lower Chester River,Queen Anne's County,MD,1
883,MDE.0801028,,0801028,38.76458,-76.17628,20600020605,Miles River,Talbot County,MD,1
884,MDE.0802010,,0802010,38.888056,-76.180278,20600020604,Wye River,Queen Anne's County,MD,1
885,MDE.0804014,,0804014,38.842222,-76.303611,20600020609,Eastern Bay,Talbot County,MD,1
886,MDE.0804019,,0804019,38.898333,-76.313333,20600020607,Cox Creek-Frontal Eastern Bay,Queen Anne's County,MD,1
887,MDE.0806006A,,0806006A,38.73336,-76.13172,20600050504,Tred Avon River-Frontal Choptank River,Talbot County,MD,1
888,MDE.0807004,,0807004,38.755833,-76.22721999999997,20600050505,Broad Creek-Frontal Choptank River,Talbot County,MD,1
889,MDE.0808044,,0808044,38.75333300000001,-76.307778,20600050506,Harris Creek-Frontal Choptank River,Talbot County,MD,1
890,MDE.1001017,,1001017,38.59856,-75.98742,20600050502,Bolingbroke Creek-Choptank River,Talbot County,MD,1
891,MDE.1001701,,1001701,38.64214000000001,-75.96519,20600050501,Warwick River-Choptank River,Talbot County,MD,1
892,MDE.1003011,,1003011,38.63153,-76.13833299999997,20600050503,La Trappe Creek-Choptank River,Talbot County,MD,1
893,MDE.1007015,,1007015,38.5525,-76.2125,20600050401,Fishing Creek-Little Choptank River,Dorchester County,MD,1
894,MDE.1104022A,,1104022A,38.188056,-76.438889,20700110902,Eastern Branch-Saint Marys River,St. Mary's County,MD,1
895,MDE.1301024,,1301024,38.276666999999996,-76.824167,20700110504,Charleston Creek-Wicomico River,Charles County,MD,1
896,MDE.1302025,,1302025,38.263611,-76.64944399999997,20700110703,Glebe Run-Breton Bay,St. Mary's County,MD,1
897,MDE.1302702,,1302702,38.257778,-76.71305600000002,20700110701,Saint Clements Creek-Frontal Potomac RIver,St. Mary's County,MD,1
898,MDE.1304045,,1304045,38.23575,-76.851,20700111001,Outlet Potomac River,Charles County,MD,1
899,MDE.1401020,,1401020,38.336944,-76.19805600000002,20600050602,Charles Creek-Honga River,Dorchester County,MD,1
900,MDE.1402201,,1402201,38.266944,-76.15083299999998,20600050603,Fox Creek-Honga River,Dorchester County,MD,1
901,MDE.1404016A,,1404016A,38.337178,-75.9841,20801100205,Upper Fishing Bay,Dorchester County,MD,1
902,MDE.1405702,,1405702,38.29438,-75.9315,20801090505,Wetipquin Creek-Nanticoke River,Dorchester County,MD,1
903,MDE.1406211,,1406211,38.252221999999996,-75.835,20801100307,Ellis Bay-Wicomico River,Somerset County,MD,1
904,MDE.1801203,,1801203,38.222944,-75.88113299999998,20801100307,Ellis Bay-Wicomico River,Wicomico County,MD,1
905,MDE.1802025,,1802025,38.037222,-75.924444,20801100503,Upper Tangier Sound,Somerset County,MD,1
906,MDE.1803010,,1803010,38.120278000000006,-75.908889,20801100404,Broad Creek-Manokin River,Somerset County,MD,1
907,MDE.1803017,,1803017,38.098056,-75.88166700000002,20801100404,Broad Creek-Manokin River,Somerset County,MD,1
908,MDE.1804001,,1804001,38.075833,-75.783889,20801100405,Big Annemessex River,Somerset County,MD,1
909,MDE.1804007,,1804007,38.0525,-75.87,20801100501,Deal Island-Frontal Tangier Sound,Somerset County,MD,1
910,MDE.1806011,,1806011,37.929722,-75.775,20801110502,East Creek-Pocomoke Sound,Accomack County,VA,1
911,MDE.1807012,,1807012,37.979583,-75.637114,20801110402,Bullbegger Creek-Pocomoke River,Accomack County,VA,1
912,MDE.1807111,,1807111,37.956917,-75.665003,20801110501,Marumsco Creek-Pocomoke Sound,Somerset County,MD,1
913,MSWA.S1,,S1,40.04716,-77.52071,20503050302,Middle Spring Creek,Cumberland County,PA,1
914,MSWA.S4,,S4,40.06169000000001,-77.53258000000002,20503050302,Middle Spring Creek,Franklin County,PA,1
915,NRPA.NR-1,,NR-1,36.9056,-76.4569,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
916,NRPA.NR-2,,NR-2,36.8856,-76.4932,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
917,NRPA.NR-3,,NR-3,36.8567,-76.5483,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
918,NRPA.NR-4,,NR-4,36.8375,-76.5483,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
919,NRPA.NR-5,,NR-5,36.8056,-76.5589,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
920,NRPA.NR-6,,NR-6,36.7783,-76.5472,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
921,NRPA.NR-7,,NR-7,36.740257,-76.57979399999998,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
922,NRPA.NR-8,,NR-8,36.743688,-76.57384300000002,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
923,NWA.BACR2,,BACR2,38.4555,-75.7569,20801090504,Barren Creek-Nanticoke River,Wicomico County,MD,1
924,NWA.BRCR1,,BRCR1,38.5645,-75.6723,20801090205,Tussocky Branch-Broad Creek,Sussex County,DE,1
925,NWA.BRCR2,,BRCR2,38.5674,-75.6211,20801090205,Tussocky Branch-Broad Creek,Sussex County,DE,1
926,NWA.BRCR3,,BRCR3,38.5583,-75.5696,20801090204,Little Creek-Broad Creek,Sussex County,DE,1
927,NWA.CHIC1,,CHIC1,38.5134,-75.8796,20801100102,Chicamacomico River,Dorchester County,MD,1
928,NWA.CHIC2,,CHIC2,38.481609999999996,-75.88351999999998,20801100102,Chicamacomico River,Dorchester County,MD,1
929,NWA.COBR1,,COBR1,38.6422,-75.6068,20801090404,Clear Brook-Turkey Branch,Sussex County,DE,1
930,NWA.COBR3,,COBR3,38.6916,-75.5995,20801090404,Clear Brook-Turkey Branch,Sussex County,DE,1
931,NWA.DECR2,,DECR2,38.6659,-75.5146,20801090102,Lower Deep Creek,Sussex County,DE,1
932,NWA.DECR3,,DECR3,38.644607,-75.57942800000002,20801090102,Lower Deep Creek,Sussex County,DE,1
933,NWA.DEHE1,,DEHE1,38.7475,-75.5816,20801090402,Headwaters Nanticoke River,Sussex County,DE,1
934,NWA.DEHE2,,DEHE2,38.7283,-75.562,20801090404,Clear Brook-Turkey Branch,Sussex County,DE,1
935,NWA.DEHE3,,DEHE3,38.6647,-75.5639,20801090404,Clear Brook-Turkey Branch,Sussex County,DE,1
936,NWA.DEHE4,,DEHE4,38.643,-75.5929,20801090405,Butler Mill Branch-Nanticoke River,Sussex County,DE,1
937,NWA.DENA2,,DENA2,38.6336,-75.6177,20801090405,Butler Mill Branch-Nanticoke River,Sussex County,DE,1
938,NWA.DENA4,,DENA4,38.6013,-75.6563,20801090405,Butler Mill Branch-Nanticoke River,Sussex County,DE,1
939,NWA.GRBR1,,GRBR1,38.6871,-75.5481,20801090403,Gravelly Branch,Sussex County,DE,1
940,NWA.JABR1,,JABR1,38.5546,-75.5394,20801090202,James Branch,Sussex County,DE,1
941,NWA.JABR2,,JABR2,38.55495,-75.53978000000002,20801090202,James Branch,Sussex County,DE,1
942,NWA.LIBL1,,LIBL1,38.54619,-76.08296999999997,20801100202,Little Blackwater River,Dorchester County,MD,1
943,NWA.LIBL4,,LIBL4,38.51675,-76.0808,20801100202,Little Blackwater River,Dorchester County,MD,1
944,NWA.MAHO2,,MAHO2,38.6882,-75.7701,20801090305,Faulkner Branch-Marshyhope Creek,Caroline County,MD,1
945,NWA.MAHO3,,MAHO3,38.7627,-75.723,20801090303,Tommy Wright Branch-Marshyhope Creek,Caroline County,MD,1
946,NWA.MAHO5,,MAHO5,38.545,-75.7627,20801090307,Stony Bar Creek-Marshyhope Creek,Dorchester County,MD,1
947,NWA.MANA1,,MANA1,38.5456,-75.7175,20801090406,Gales Creek-Nanticoke River,Wicomico County,MD,1
948,NWA.MANA2,,MANA2,38.5124,-75.7561,20801090501,Chicone Creek-Nanticoke River,Wicomico County,MD,1
949,NWA.MANA3,,MANA3,38.4828,-75.8232,20801090501,Chicone Creek-Nanticoke River,Dorchester County,MD,1
950,NWA.MANA4,,MANA4,38.4152,-75.85,20801090504,Barren Creek-Nanticoke River,Dorchester County,MD,1
951,NWA.MANA5,,MANA5,38.3096,-75.8929,20801090505,Wetipquin Creek-Nanticoke River,Wicomico County,MD,1
952,NWA.MANA6,,MANA6,38.2712,-75.9092,20801090505,Wetipquin Creek-Nanticoke River,Wicomico County,MD,1
953,NWA.MANA7,,MANA7,38.25951,-75.91221999999998,20801090505,Wetipquin Creek-Nanticoke River,Wicomico County,MD,1
954,NWA.QUCR1,,QUCR1,38.3664,-75.7722,20801090503,Quantico Creek,Wicomico County,MD,1
955,NWA.RECR1,,RECR1,38.4016,-75.7905,20801090502,Rewastico Creek,Wicomico County,MD,1
956,NWA.RECR2c,,RECR2C,38.4106,-75.7544,20801090502,Rewastico Creek,Wicomico County,MD,1
957,NWA.RECR2p,,RECR2P,38.4106,-75.7544,20801090502,Rewastico Creek,Wicomico County,MD,1
958,NWA.TRAN1,,TRAN1,38.5508,-75.9528,20801100101,Middletown Branch-Transquaking River,Dorchester County,MD,1
959,NWA.TRAN2,,TRAN2,38.51269,-75.96834,20801100101,Middletown Branch-Transquaking River,Dorchester County,MD,1
960,NWA.TYCR1,,TYCR1,38.320059,-75.859137,20801090505,Wetipquin Creek-Nanticoke River,Wicomico County,MD,1
961,NWA.WECR1,,WECR1,38.3267,-75.8665,20801090505,Wetipquin Creek-Nanticoke River,Wicomico County,MD,1
962,NYWS.APACRE0.42,,APACRE 0.42,42.062312,-76.14894699999998,20501030501,Apalachin Creek,Tioga County,NY,1
963,NYWS.APACRE3.24,,APACRE 3.24,42.03676,-76.16136,20501030501,Apalachin Creek,Tioga County,NY,1
964,NYWS.BAKCRE0.22,,BAKCRE 0.22,42.26401,-77.54923000000002,20501040408,Middle Canisteo River,Steuben County,NY,1
965,NYWS.BELBRO1.43,,BELBRO 1.43,42.189021000000004,-75.63764599999998,20501011206,Belden Brook-Susquehanna River,Broome County,NY,1
966,NYWS.BRACRE0.57,,BRACRE 0.57,42.152842,-76.05862900000002,20501030105,Lower Nanticoke Creek,Broome County,NY,1
967,NYWS.BRACRE4.58,,BRACRE 4.58,42.185158,-76.011347,20501030105,Lower Nanticoke Creek,Broome County,NY,1
968,NYWS.BUNHILCRE1.91,,BUNHILCRE 1.91,42.08145,-75.98735,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
969,NYWS.BUTCRE0.43,,BUTCRE 0.43,42.0507,-76.4518,20501030706,Parks Creek-Susquehanna River,Tioga County,NY,1
970,NYWS.BWC001,,BWC001,42.40083,-75.63361,20501020804,Wheeler Brook-Chenango River,Chenango County,NY,1
971,NYWS.CAMCRE2.47,,CAMCRE 2.47,42.346255,-77.397791,20501050204,Campbell Creek,Steuben County,NY,1
972,NYWS.CANCRE1.64,,CANCRE 1.64,42.5347,-75.535167,20501020606,Canasawacta Creek,Chenango County,NY,1
973,NYWS.CANCRE10.52,,CANCRE 10.52,42.267864,-77.758776,20501040103,Upper Canacadea Creek,Allegany County,NY,1
974,NYWS.CANCRE12.44,,CANCRE  12.44,42.256935,-77.789058,20501040103,Upper Canacadea Creek,Allegany County,NY,1
975,NYWS.CANCRE13.29,,CANCRE13.29,42.25226,-77.8027,20501040103,Upper Canacadea Creek,Allegany County,NY,1
976,NYWS.CANCRE14.36,,CANCRE 14.36,42.608625,-75.702733,20501020606,Canasawacta Creek,Chenango County,NY,1
977,NYWS.CANCRE6.25,,CANCRE 6.25,42.319399,-77.73649,20501040104,Lower Canacadea Creek,Allegany County,NY,1
978,NYWS.CANRIV15.40,,CANRIV 15.40,42.173121,-77.330564,20501040411,Lower Canisteo River,Steuben County,NY,1
979,NYWS.CANRIV32.12,,CANRIV 32.12,42.2553,-77.561094,20501040408,Middle Canisteo River,Steuben County,NY,1
980,NYWS.CANRIV49.45,,CANRIV 49.45,42.38852,-77.7286,20501040402,Headwaters Canisteo River,Steuben County,NY,1
981,NYWS.CANRIV49.80,,CANRIV 49.80,42.385875,-77.7281,20501040402,Headwaters Canisteo River,Steuben County,NY,1
982,NYWS.CANRIV55.88,,CANRIV 55.88,42.363376,-77.820421,20501040402,Headwaters Canisteo River,Allegany County,NY,1
983,NYWS.CARCRE0.61,,CARCRE 0.61,42.0637,-75.8086,20501011312,Carlin Creek,Broome County,NY,1
984,NYWS.CASCRE0.04,,CASCRE 0.04,42.158794,-75.891848,20501020809,Castle Creek,Broome County,NY,1
985,NYWS.CASCRE0.87,,CASCRE 0.87,42.168822999999996,-75.89953299999998,20501020809,Castle Creek,Broome County,NY,1
986,NYWS.CHOCRE11.38,,CHOCRE 11.38,41.978284,-76.003547,20501030203,Middle Chocohut Creek,Susquehanna County,PA,1
987,NYWS.CHOCRE2.06,,CHOCRE 2.06,42.071295,-76.046823,20501030204,Lower Chocohut Creek,Broome County,NY,1
988,NYWS.CHOCRE4.10,,CHOCRE 4.10,42.052671000000004,-76.035175,20501030204,Lower Chocohut Creek,Broome County,NY,1
989,NYWS.CHOCRE9.45,,CHOCRE 9.45,41.989896,-76.000242,20501030203,Middle Chocohut Creek,Susquehanna County,PA,1
990,NYWS.CLACRE0.38,,CLACRE 0.38,42.44695,-75.59917,20501020610,Lyon Brook-Chenango River,Chenango County,NY,1
991,NYWS.COHRIV14.19,,COHRIV 14.19,42.288608,-77.226734,20501050207,Smith Run-Cohocton River,Steuben County,NY,1
992,NYWS.COHRIV15.85,,COHRIV 15.85,42.303269,-77.24805,20501050207,Smith Run-Cohocton River,Steuben County,NY,1
993,NYWS.COHRIV19.0,,COHRIV 19.0,42.3256,-77.3111,20501050206,Knight Creek-Cohocton River,Steuben County,NY,1
994,NYWS.COHRIV20.44,,COHRIV 20.44,42.312687,-77.28084799999998,20501050206,Knight Creek-Cohocton River,Steuben County,NY,1
995,NYWS.COHRIV23.00,,COHRIV 23.00,42.3573,-77.3499,20501050206,Knight Creek-Cohocton River,Steuben County,NY,1
996,NYWS.COLCRE0.75,,COLCRE 0.75,42.25442,-77.58364,20501040407,Colonel Bills Creek,Steuben County,NY,1
997,NYWS.CROCRE0.22,,CROCRE 0.22,42.16013,-76.070314,20501030103,Crocker Creek,Broome County,NY,1
998,NYWS.CROCRE0.60,,CROCRE 0.60,42.156437,-76.075449,20501030103,Crocker Creek,Broome County,NY,1
999,NYWS.CURCRE1.03,,CURCRE 1.03,42.2073,-77.17738,20501050307,Curtis Creek-Cohocton River,Steuben County,NY,1
1000,NYWS.DEECRE0.09,,DEECRE 0.09,42.053256,-76.1674,20501030501,Apalachin Creek,Tioga County,NY,1
1001,NYWS.ELLBRO0.42,,ELLBRO 0.42,42.045239,-76.447626,20501030706,Parks Creek-Susquehanna River,Tioga County,NY,1
1002,NYWS.FIVCRE0.27,,FIVCRE 0.27,42.378254999999996,-77.36839499999998,20501050203,Lower Fivemile Creek,Steuben County,NY,1
1003,NYWS.FIVCRE13.37,,FIVCRE 13.37,42.500439,-77.280603,20501050201,Upper Fivemile Creek,Steuben County,NY,1
1004,NYWS.FULHOLCRE0.55,,FULHOLCRE 0.55,42.09271,-75.96206,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
1005,NYWS.GEN01,,GEN01,42.44655,-75.774925,20501020702,Upper Genegantslet Creek,Chenango County,NY,1
1006,NYWS.GLABRO2.27,,GLABRO 2.27,42.618856,-75.768206,20501020303,Upper Otselic River,Chenango County,NY,1
1007,NYWS.GLECASCRE0.31,,GLECASCRE 0.31,42.180776,-75.90741899999998,20501020809,Castle Creek,Broome County,NY,1
1008,NYWS.GLECASCRE0.32,,GLECASCRE 0.32,42.180732,-75.907476,20501020809,Castle Creek,Broome County,NY,1
1009,NYWS.GOFCRE3.79,,GOFCRE 3.79,42.36539000000001,-77.447128,20501050105,Goff Creek,Steuben County,NY,1
1010,NYWS.GOOCRE0.25,,GOOCRE 0.25,42.11939,-77.20543,20501040410,Goodhue Creek,Steuben County,NY,1
1011,NYWS.HELCRE3.10,,HELCRE 3.10,42.213035999999995,-77.3464,20501040411,Lower Canisteo River,Steuben County,NY,1
1012,NYWS.HODCRE0.46,,HODCRE 0.46,42.168437,-77.098832,20501050308,Hodgmans Creek-Cohocton River,Steuben County,NY,1
1013,NYWS.KARVALCRE3.87,,KARVALCRE 3.87,42.320570000000004,-77.802397,20501040102,Karr Valley Creek,Allegany County,NY,1
1014,NYWS.KARVALCRE5.40,,KARVALCRE 5.40,42.321642,-77.8311,20501040102,Karr Valley Creek,Allegany County,NY,1
1015,NYWS.KARVALCRE8.92,,KARVALCRE 8.92,42.322989,-77.832562,20501040102,Karr Valley Creek,Allegany County,NY,1
1016,NYWS.KORCRE6.92,,KORCRE 6.92,42.430457000000004,-74.83524399999997,20501010404,Kortright Creek,Delaware County,NY,1
1017,NYWS.LITCHOCRE2.24,,LITCHOCRE 2.24,42.121054,-75.948932,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
1018,NYWS.LITCHOCRE4.11,,LITCHOCRE 4.11,42.142795,-75.942233,20501030201,Little Choconut Creek-Susquehanna River,Broome County,NY,1
1019,NYWS.LITCRE0.85,,LITCRE 0.85,42.091286,-76.220501,20501030502,Little Nanticoke Creek,Tioga County,NY,1
1020,NYWS.LITSNACRE0.39,,LITSNACRE 0.39,42.027603000000006,-75.80185300000002,20501011311,Little Snake Creek,Broome County,NY,1
1021,NYWS.LUDCRE9.41,,LUDCRE 9.41,42.481862,-75.715585,20501020801,Bowman Creek,Chenango County,NY,1
1022,NYWS.LYOCRE0.36,,LYOCRE 0.36,42.462967,-75.5481,20501020610,Lyon Brook-Chenango River,Chenango County,NY,1
1023,NYWS.MEACRE2.15,,MEACRE 2.15,42.192531,-77.14166,20501050306,Meads Creek,Steuben County,NY,1
1024,NYWS.MICCRE0.41,,MICCRE 0.41,42.2307,-77.20569,20501050304,Michigan Creek,Steuben County,NY,1
1025,NYWS.NANCRE19.40,,NANCRE 19.40,42.214673,-76.040482,20501030104,Middle Nanticoke Creek,Broome County,NY,1
1026,NYWS.NEWCRE2.24,,NEWCRE 2.24,42.112538,-76.80241,20501050503,Lower Newtown Creek,Chemung County,NY,1
1027,NYWS.NEWCRE4.29,,NEWCRE 4.29,42.172431,-76.73345400000002,20501050502,Upper Newtown Creek,Chemung County,NY,1
1028,NYWS.NEWCRE5.00,,NEWCRE 5.00,42.143654,-76.81217099999998,20501050503,Lower Newtown Creek,Chemung County,NY,1
1029,NYWS.OCCCRE0.98,,OCCCRE 0.98,42.078057,-75.64839,20501011208,Occanum Creek-Susquehanna River,Broome County,NY,1
1030,NYWS.OSBCRE0.67,,OSBCRE 0.67,42.167795,-75.82428,20501020808,Osborne Creek,Broome County,NY,1
1031,NYWS.OTSRIV33.88,,OTSRIV 33.88,42.642336,-75.78945300000002,20501020303,Upper Otselic River,Chenango County,NY,1
1032,NYWS.OUACRE0.23,,OUACRE 0.23,42.127543,-75.643697,20501011207,Ouaquaga Creek-Susquehanna River,Broome County,NY,1
1033,NYWS.PAGBRO2.14,,PAGBRO 2.14,42.216488,-75.824883,20501020807,Page Brook,Broome County,NY,1
1034,NYWS.PARCRE0.32,,PARCRE 0.32,42.094178,-75.823091,20501011313,Park Creek-Susquehanna River,Broome County,NY,1
1035,NYWS.PATCRE1.10,,PATCRE 1.10,42.116184999999994,-76.0201,20501030205,Patterson Creek-Susquehanna River,Broome County,NY,1
1036,NYWS.PATCRE3.41,,PATCRE 3.41,42.146166,-76.013986,20501030205,Patterson Creek-Susquehanna River,Broome County,NY,1
1037,NYWS.PHECRE0.23,,PHECRE 0.23,42.1404,-75.894935,20501020810,Thomas Creek-Chenango River,Broome County,NY,1
1038,NYWS.PIECRE0.19,,PIECRE 0.19,42.100281,-75.890436,20501011313,Park Creek-Susquehanna River,Broome County,NY,1
1039,NYWS.PIPCRE5.62,,PIPCRE 5.62,42.11173400000001,-76.382806,20501030504,Chambers Creek-Pipe Creek,Tioga County,NY,1
1040,NYWS.POSCRE0.64,,POSCRE 0.64,42.152078,-77.044899,20501050401,Post Creek,Steuben County,NY,1
1041,NYWS.PUMCRE0.30,,PUMCRE 0.30,42.09148,-76.26798000000002,20501030503,Pumpelly Creek-Susquehanna River,Tioga County,NY,1
1042,NYWS.REDRUN1.13,,REDRUN 1.13,41.541332000000004,-77.502759,20502050603,Slate Run,Lycoming County,PA,1
1043,NYWS.SAGCRE0.23,,SAGCRE 0.23,42.11645,-75.656411,20501011207,Ouaquaga Creek-Susquehanna River,Broome County,NY,1
1044,NYWS.SINSINCRE0.71,,SINSINCRE 0.71,42.104659999999996,-76.92219300000002,20501050403,Sing Sing Creek,Chemung County,NY,1
1045,NYWS.SINSINCRE3.22,,SINSINCRE 3.22,42.133708,-76.915591,20501050403,Sing Sing Creek,Chemung County,NY,1
1046,NYWS.SINSINCRE5.55,,SINSINCRE 5.55,42.154431,-76.8861,20501050403,Sing Sing Creek,Chemung County,NY,1
1047,NYWS.SNACRE0.29,,SNACRE 0.29,42.015169,-75.788673,20501011310,Snake Creek,Broome County,NY,1
1048,NYWS.STECRE0.25,,STECRE 0.25,42.26486,-77.56593000000002,20501040408,Middle Canisteo River,Steuben County,NY,1
1049,NYWS.TENCRE0.93,,TENCRE 0.93,42.4343,-77.4264,20501050106,Tenmile Creek-Cohocton River,Steuben County,NY,1
1050,NYWS.TIORIV13.81,,TIORIV 13.81,41.999517,-77.114683,20501040908,Lower Tioga River,Tioga County,PA,1
1051,NYWS.TIORIV17.23,,TIORIV 17.23,41.957467,-77.11528299999998,20501040908,Lower Tioga River,Tioga County,PA,1
1052,NYWS.TIORIV3.41,,TIORIV 3.41,42.121018,-77.129189,20501040910,Outlet Tioga River,Steuben County,NY,1
1053,NYWS.TRACRE0.25,,TRACRE 0.25,42.137952,-77.324079,20501040409,Tracy Creek,Steuben County,NY,1
1054,NYWS.TRACRE0.52,,TRACRE 0.52,42.06802800000001,-76.102896,20501030206,Tracy Creek-Susquehanna River,Broome County,NY,1
1055,NYWS.TROCRE2.24,,TROCRE 2.24,42.004216,-75.730476,20501011307,Trowbridge Creek,Broome County,NY,1
1056,NYWS.TUSCRE0.06,,TUSCRE 0.06,42.10682,-77.22814,20501040306,Lower Tuscarora Creek,Steuben County,NY,1
1057,NYWS.TUSCRE1.28,,TUSCRE 1.28,42.059896,-75.601934,20501011208,Occanum Creek-Susquehanna River,Broome County,NY,1
1058,NYWS.TUSCRE14.98,,TUSCRE 14.98,42.08099,-77.40941,20501040302,Upper Tuscarora Creek,Steuben County,NY,1
1059,NYWS.UNTBRACRE0.22,,UNTBRACRE 0.22,42.176063,-76.024618,20501030105,Lower Nanticoke Creek,Broome County,NY,1
1060,NYWS.UNTCANCRE1.79,,UNTCANCRE 1.79,42.598764,-75.68951899999998,20501020606,Canasawacta Creek,Chenango County,NY,1
